Name,Code,Market,Marcap
유투바이오,221800,KOSDAQ,999900000000
퀄리타스반도체,432720,KOSDAQ,999900000000
워트,396470,KOSDAQ,999900000000
에스엘에스바이오,246250,KOSDAQ,999900000000
신성에스티,416180,KOSDAQ,999900000000
퓨릿,445180,KOSDAQ,999900000000
에이치엠씨제6호스팩,462020,KOSDAQ,999900000000
아이엠티,451220,KOSDAQ,999900000000
레뷰코퍼레이션,443250,KOSDAQ,999900000000
신한제11호스팩,452980,KOSDAQ,999900000000
한싹,430690,KOSDAQ,999900000000
KT밀리의서재,418470,KOSDAQ,999900000000
인스웨이브,450520,KOSDAQ,999900000000
우듬지팜,403490,KOSDAQ,999900000000
코어라인소프트,384470,KOSDAQ,999900000000
상상인제4호스팩,452670,KOSDAQ,999900000000
율촌,146060,KOSDAQ,999900000000
한화플러스제4호스팩,455310,KOSDAQ,999900000000
대신밸런스제16호스팩,457630,KOSDAQ,999900000000
유안타제11호스팩,444920,KOSDAQ,999900000000
크라우드웍스,355390,KOSDAQ,999900000000
한국제12호스팩,458610,KOSDAQ,999900000000
시큐레터,418250,KOSDAQ,999900000000
스마트레이더시스템,424960,KOSDAQ,999900000000
캔버스엔,210120,KOSDAQ,999900000000
SK증권제10호스팩,457940,KOSDAQ,999900000000
코츠테크놀로지,448710,KOSDAQ,999900000000
큐리옥스바이오시스템즈,445680,KOSDAQ,999900000000
파두,440110,KOSDAQ,999900000000
엠아이큐브솔루션,373170,KOSDAQ,999900000000
시지트로닉스,429270,KOSDAQ,999900000000
에이엘티,172670,KOSDAQ,999900000000
파로스아이바이오,388870,KOSDAQ,999900000000
버넥트,438700,KOSDAQ,999900000000
뷰티스킨,406820,KOSDAQ,999900000000
와이랩,432430,KOSDAQ,999900000000
센서뷰,321370,KOSDAQ,999900000000
필에너지,378340,KOSDAQ,999900000000
이노시뮬레이션,274400,KOSDAQ,999900000000
알멕,354320,KOSDAQ,999900000000
오픈놀,440320,KOSDAQ,999900000000
아이티센피엔에스,232830,KOSDAQ,999900000000
엔에이치스팩29호,451700,KOSDAQ,999900000000
프로티아,303360,KOSDAQ,999900000000
큐라티스,348080,KOSDAQ,999900000000
마녀공장,439090,KOSDAQ,999900000000
나라셀라,405920,KOSDAQ,999900000000
진영,285800,KOSDAQ,999900000000
기가비스,420770,KOSDAQ,999900000000
팸텍,271830,KOSDAQ,999900000000
모니터랩,434480,KOSDAQ,999900000000
시선AI,340810,KOSDAQ,999900000000
지슨,446840,KOSDAQ,999900000000
트루엔,417790,KOSDAQ,999900000000
에스바이오메딕스,304360,KOSDAQ,999900000000
슈어소프트테크,298830,KOSDAQ,999900000000
토마토시스템,393210,KOSDAQ,999900000000
마이크로투나노,424980,KOSDAQ,999900000000
셀바이오휴먼텍,318160,KOSDAQ,999900000000
지아이이노베이션,358570,KOSDAQ,999900000000
LB인베스트먼트,309960,KOSDAQ,999900000000
엑스게이트,356680,KOSDAQ,999900000000
금양그린파워,282720,KOSDAQ,999900000000
라온텍,418420,KOSDAQ,999900000000
자람테크놀로지,389020,KOSDAQ,999900000000
나노팀,417010,KOSDAQ,999900000000
바이오인프라,199730,KOSDAQ,999900000000
이노진,344860,KOSDAQ,999900000000
화인써키트,127980,KOSDAQ,999900000000
제이오,418550,KOSDAQ,999900000000
샌즈랩,411080,KOSDAQ,999900000000
꿈비,407400,KOSDAQ,999900000000
스튜디오미르,408900,KOSDAQ,999900000000
삼기에너지솔루션즈,419050,KOSDAQ,999900000000
오브젠,417860,KOSDAQ,999900000000
미래반도체,254490,KOSDAQ,999900000000
티이엠씨,425040,KOSDAQ,999900000000
한주라이트메탈,198940,KOSDAQ,999900000000
옵티코어,380540,KOSDAQ,999900000000
신스틸,162300,KOSDAQ,999900000000
핑거스토리,417180,KOSDAQ,999900000000
SAMG엔터,419530,KOSDAQ,999900000000
펨트론,168360,KOSDAQ,999900000000
인벤티지랩,389470,KOSDAQ,999900000000
엔젯,419080,KOSDAQ,999900000000
유비온,084440,KOSDAQ,999900000000
티쓰리,204610,KOSDAQ,999900000000
티에프이,425420,KOSDAQ,999900000000
윤성에프앤씨,372170,KOSDAQ,999900000000
디티앤씨알오,383930,KOSDAQ,999900000000
뉴로메카,348340,KOSDAQ,999900000000
제이아이테크,417500,KOSDAQ,999900000000
큐알티,405100,KOSDAQ,999900000000
저스템,417840,KOSDAQ,999900000000
산돌,419120,KOSDAQ,999900000000
플라즈맵,405000,KOSDAQ,999900000000
핀텔,291810,KOSDAQ,999900000000
샤페론,378800,KOSDAQ,999900000000
비스토스,419540,KOSDAQ,999900000000
탑머티리얼,360070,KOSDAQ,999900000000
에스비비테크,389500,KOSDAQ,999900000000
오에스피,368970,KOSDAQ,999900000000
모델솔루션,417970,KOSDAQ,999900000000
이노룰스,296640,KOSDAQ,999900000000
파인엠텍,441270,KOSDAQ,999900000000
선바이오,067370,KOSDAQ,999900000000
더블유씨피,393890,KOSDAQ,999900000000
알피바이오,314140,KOSDAQ,999900000000
오픈엣지테크놀로지,394280,KOSDAQ,999900000000
대성하이텍,129920,KOSDAQ,999900000000
에이치와이티씨,148930,KOSDAQ,999900000000
새빗켐,107600,KOSDAQ,999900000000
아이씨에이치,368600,KOSDAQ,999900000000
성일하이텍,365340,KOSDAQ,999900000000
에이프릴바이오,397030,KOSDAQ,999900000000
벨로크,424760,KOSDAQ,999900000000
루닛,328130,KOSDAQ,999900000000
HPSP,403870,KOSDAQ,999900000000
와이씨켐,112290,KOSDAQ,999900000000
코난테크놀로지,402030,KOSDAQ,999900000000
넥스트칩,396270,KOSDAQ,999900000000
레이저쎌,412350,KOSDAQ,999900000000
보로노이,310210,KOSDAQ,999900000000
위니아에이드,377460,KOSDAQ,999900000000
비큐AI,148780,KOSDAQ,999900000000
범한퓨얼셀,382900,KOSDAQ,999900000000
청담글로벌,362320,KOSDAQ,999900000000
가온칩스,399720,KOSDAQ,999900000000
대명에너지,389260,KOSDAQ,999900000000
포바이포,389140,KOSDAQ,999900000000
지투파워,388050,KOSDAQ,999900000000
씨피시스템,413630,KOSDAQ,999900000000
세아메카닉스,396300,KOSDAQ,999900000000
공구우먼,366030,KOSDAQ,999900000000
유일로보틱스,388720,KOSDAQ,999900000000
모아데이타,288980,KOSDAQ,999900000000
메쎄이상,408920,KOSDAQ,999900000000
노을,376930,KOSDAQ,999900000000
비씨엔씨,146320,KOSDAQ,999900000000
풍원정밀,371950,KOSDAQ,999900000000
스톤브릿지벤처스,330730,KOSDAQ,999900000000
브이씨,365900,KOSDAQ,999900000000
퓨런티어,370090,KOSDAQ,999900000000
바이오에프디엔씨,251120,KOSDAQ,999900000000
인카금융서비스,211050,KOSDAQ,999900000000
나래나노텍,137080,KOSDAQ,999900000000
아셈스,136410,KOSDAQ,999900000000
스코넥,276040,KOSDAQ,999900000000
이지트로닉스,377330,KOSDAQ,999900000000
애드바이오텍,179530,KOSDAQ,999900000000
케이옥션,102370,KOSDAQ,999900000000
오토앤,353590,KOSDAQ,999900000000
아티스트스튜디오,200350,KOSDAQ,999900000000
툴젠,199800,KOSDAQ,999900000000
마음AI,377480,KOSDAQ,999900000000
알비더블유,361570,KOSDAQ,999900000000
NPX,222160,KOSDAQ,999900000000
트윔,290090,KOSDAQ,999900000000
아이티아이즈,372800,KOSDAQ,999900000000
지오엘리먼트,311320,KOSDAQ,999900000000
SKAI,357880,KOSDAQ,999900000000
디어유,376300,KOSDAQ,999900000000
지니너스,389030,KOSDAQ,999900000000
피코그램,376180,KOSDAQ,999900000000
엔켐,348370,KOSDAQ,999900000000
리파인,377450,KOSDAQ,999900000000
지앤비에스 에코,382800,KOSDAQ,999900000000
아이패밀리에스씨,114840,KOSDAQ,999900000000
차백신연구소,261780,KOSDAQ,999900000000
지아이텍,382480,KOSDAQ,999900000000
코닉오토메이션,391710,KOSDAQ,999900000000
씨유테크,376290,KOSDAQ,999900000000
아스플로,159010,KOSDAQ,999900000000
원준,382840,KOSDAQ,999900000000
실리콘투,257720,KOSDAQ,999900000000
에스앤디,260970,KOSDAQ,999900000000
프롬바이오,377220,KOSDAQ,999900000000
바이오플러스,099430,KOSDAQ,999900000000
와이엠텍,273640,KOSDAQ,999900000000
에이비온,203400,KOSDAQ,999900000000
라이콤,388790,KOSDAQ,999900000000
바이젠셀,308080,KOSDAQ,999900000000
브레인즈컴퍼니,099390,KOSDAQ,999900000000
딥노이드,315640,KOSDAQ,999900000000
엠로,058970,KOSDAQ,999900000000
플래티어,367000,KOSDAQ,999900000000
원티드랩,376980,KOSDAQ,999900000000
HK이노엔,195940,KOSDAQ,999900000000
에브리봇,270660,KOSDAQ,999900000000
비트맥스,377030,KOSDAQ,999900000000
큐라클,365270,KOSDAQ,999900000000
오비고,352910,KOSDAQ,999900000000
아모센스,357580,KOSDAQ,999900000000
이노뎁,303530,KOSDAQ,999900000000
라온로보틱스,232680,KOSDAQ,999900000000
현대ADM,187660,KOSDAQ,999900000000
에코프로에이치엔,383310,KOSDAQ,999900000000
진시스템,363250,KOSDAQ,999900000000
한울앤제주,276730,KOSDAQ,999900000000
삼영에스앤씨,361670,KOSDAQ,999900000000
샘씨엔에스,252990,KOSDAQ,999900000000
씨앤씨인터내셔널,352480,KOSDAQ,999900000000
에이치피오,357230,KOSDAQ,999900000000
쿠콘,294570,KOSDAQ,999900000000
이삭엔지니어링,351330,KOSDAQ,999900000000
해성에어로보틱스,059270,KOSDAQ,999900000000
엔시스,333620,KOSDAQ,999900000000
자이언트스텝,289220,KOSDAQ,999900000000
제노코,361390,KOSDAQ,999900000000
스피어,347700,KOSDAQ,999900000000
바이오다인,314930,KOSDAQ,999900000000
네오이뮨텍,950220,KOSDAQ,999900000000
싸이버원,356890,KOSDAQ,999900000000
프레스티지바이오로직스,334970,KOSDAQ,999900000000
나노씨엠에스,247660,KOSDAQ,999900000000
뷰노,338220,KOSDAQ,999900000000
엑스플러스,373200,KOSDAQ,999900000000
유일에너테크,340930,KOSDAQ,999900000000
씨이랩,189330,KOSDAQ,999900000000
오로스테크놀로지,322310,KOSDAQ,999900000000
피엔에이치테크,239890,KOSDAQ,999900000000
모비데이즈,363260,KOSDAQ,999900000000
아이퀘스트,262840,KOSDAQ,999900000000
레인보우로보틱스,277810,KOSDAQ,999900000000
아티스트컴퍼니,321820,KOSDAQ,999900000000
핑거,163730,KOSDAQ,999900000000
모비릭스,348030,KOSDAQ,999900000000
씨앤투스,352700,KOSDAQ,999900000000
선진뷰티사이언스,086710,KOSDAQ,999900000000
엔비티,236810,KOSDAQ,999900000000
파이버프로,368770,KOSDAQ,999900000000
블리츠웨이엔터테인먼트,369370,KOSDAQ,999900000000
석경에이티,357550,KOSDAQ,999900000000
지놈앤컴퍼니,314130,KOSDAQ,999900000000
프리시젼바이오,335810,KOSDAQ,999900000000
알체라,347860,KOSDAQ,999900000000
하이딥,365590,KOSDAQ,999900000000
에프앤가이드,064850,KOSDAQ,999900000000
티엘비,356860,KOSDAQ,999900000000
인바이오,352940,KOSDAQ,999900000000
엔젠바이오,354200,KOSDAQ,999900000000
퀀타매트릭스,317690,KOSDAQ,999900000000
